Symbol,Company Name,Industry,Market Cap
HTLD,"Heartland Express, Inc.",Trucking,1074763120
HTLF,"Heartland Financial USA, Inc.",Banks - Regional,1619434336
HTOO,Fusion Fuel Green PLC,Utilities - Renewable,13128720
HTZ,"Hertz Global Holdings, Inc.",Rental & Leasing Services,2616408290
HUBB,Hubbell Incorporated,Electrical Equipment & Parts,17950500720
HUBC,HUB Cyber Security (Israel) Ltd.,Software - Application,16678821
HUBG,"Hub Group, Inc.",Integrated Freight & Logistics,2916140080
HUBS,"HubSpot, Inc.",Software - Application,29707577625
HUDA,Hudson Acquisition I Corp.,Shell Companies,95173813
HUDI,"Huadi International Group Co., Ltd.",Steel,40439328
HUGE,FSD Pharma Inc.,Drug Manufacturers - Specialty & Generic,32288974
HUIZ,Huize Holding Limited,Insurance Brokers,33908107
HUM,Humana Inc.,Healthcare Plans,50432421150
HUMA,"Humacyte, Inc.",Biotechnology,292081500
HUN,Huntsman Corporation,Chemicals,4106201720
HURC,"Hurco Companies, Inc.",Specialty Industrial Machinery,153318127
HURN,Huron Consulting Group Inc.,Consulting Services,1985402610
HUSA,Houston American Energy Corp.,Oil & Gas E&P,17450240
HUT,Hut 8 Mining Corp.,Capital Markets,597831360
HUYA,HUYA Inc.,Entertainment,711416423
HVT,"Haverty Furniture Companies, Inc.",Home Improvement Retail,571146775
HWBK,"Hawthorn Bancshares, Inc.",Banks - Regional,175419854
HWC,Hancock Whitney Corporation,Banks - Regional,4092182000
HWH,HWH International Inc,Leisure,26100000
HWKN,"Hawkins, Inc.",Specialty Chemicals,1393181576
HWM,Howmet Aerospace Inc.,Specialty Industrial Machinery,23086486080
HXL,Hexcel Corporation,Aerospace & Defense,6014799063
HY,"Hyster-Yale Materials Handling, Inc.",Farm & Heavy Construction Machinery,1191848753
HYAC,Haymaker Acquisition Corp. III,Shell Companies,111969693
HYFM,"Hydrofarm Holdings Group, Inc.",Farm & Heavy Construction Machinery,42172047
HYLN,Hyliion Holdings Corp.,Auto Parts,186444780
HYMC,Hycroft Mining Holding Corporation,Gold,414560987
HYPR,"Hyperfine, Inc.",Medical Devices,75179577
HYW,Hywin Holdings Ltd.,Asset Management,34440000
HYZN,Hyzon Motors Inc.,Auto Manufacturers,147026300
HZO,"MarineMax, Inc.",Specialty Retail,768332853
IAC,IAC Inc.,Internet Content & Information,4417883352
IAG,IAMGOLD Corporation,Gold,1106990000
IART,Integra LifeSciences Holdings Corporation,Medical Devices,3370158738
IAS,Integral Ad Science Holding Corp.,Advertising Agencies,2454969330
IAUX,i-80 Gold Corp.,Gold,462675000
IBCP,Independent Bank Corporation,Banks - Regional,554351980
IBEX,IBEX Limited,Information Technology Services,319848804
IBIO,"iBio, Inc.",Biotechnology,1503393
IBKR,"Interactive Brokers Group, Inc.",Capital Markets,37970480000
IBM,International Business Machines Corporation,Information Technology Services,157814356770
IBN,ICICI Bank Limited,Banks - Regional,83034105030
IBOC,International Bancshares Corporation,Banks - Regional,3375361815
IBP,"Installed Building Products, Inc.",Building Products & Equipment,5632956348
IBRX,"ImmunityBio, Inc.",Biotechnology,2437123250
IBTX,"Independent Bank Group, Inc.",Banks - Regional,2188835264
ICAD,"iCAD, Inc.",Medical Devices,40056104
ICCC,ImmuCell Corporation,Biotechnology,40304472
ICCH,"ICC Holdings, Inc.",Insurance - Specialty,49605680
ICCM,IceCure Medical Ltd,Medical Devices,54032686
ICCT,iCoreConnect Inc.,Health Information Services,14143323
ICD,"Independence Contract Drilling, Inc.",Oil & Gas Drilling,29014688
ICE,"Intercontinental Exchange, Inc.",Financial Data & Stock Exchanges,71326316282
ICFI,"ICF International, Inc.",Consulting Services,2520523755
ICG,Intchains Group Limited,Semiconductors,613071218
ICHR,"Ichor Holdings, Ltd.",Semiconductor Equipment & Materials,1101750000
ICL,ICL Group Ltd,Agricultural Inputs,5789720300
ICLK,iClick Interactive Asia Group Limited,Advertising Agencies,37261216
ICLR,ICON PLC,Diagnostics & Research,21835590210
ICMB,"Investcorp Credit Management BDC, Inc.",Asset Management,51664736
ICU,SeaStar Medical Holding Corporation,Biotechnology,30024775
ICUI,"ICU Medical, Inc.",Medical Instruments & Supplies,2343038106
ICVX,"Icosavax, Inc.",Biotechnology,765880687
IDA,"IDACORP, Inc.",Utilities - Regulated Electric,4710250512
IDAI,T Stamp Inc.,Software - Application,13026296
IDCC,"InterDigital, Inc.",Telecom Services,2751527560
IDEX,"Ideanomics, Inc.",Farm & Heavy Construction Machinery,13676124
IDN,"Intellicheck, Inc.",Software - Application,35805455
IDR,"Idaho Strategic Resources, Inc.",Gold,72926175
IDT,IDT Corporation,Telecom Services,863501668
IDXX,"IDEXX Laboratories, Inc.",Diagnostics & Research,44136162805
IDYA,"IDEAYA Biosciences, Inc.",Biotechnology,2997320250
IE,Ivanhoe Electric Inc.,Software - Application,1062372800
IEP,Icahn Enterprises L.P.,Conglomerates,7234240830
IESC,"IES Holdings, Inc.",Engineering & Construction,1735574040
IEX,IDEX Corporation,Specialty Industrial Machinery,15687753720
IFBD,"Infobird Co., Ltd",Software - Application,3097334
IFF,International Flavors & Fragrances Inc.,Specialty Chemicals,20361053040
IFIN,InFinT Acquisition Corporation,Shell Companies,149231795
IFRX,InflaRx N.V.,Biotechnology,97157445
IFS,Intercorp Financial Services Inc.,Banks - Regional,2626442000
IGC,IGC Pharma Inc,Conglomerates,17048952
IGIC,International General Insurance Holdings Ltd.,Insurance - Diversified,569247525
IGMS,"IGM Biosciences, Inc.",Biotechnology,646422222
IGT,International Game Technology PLC,Gambling,5302020900
IGTA,Inception Growth Acquisition Limited,Shell Companies,59963435
IH,iHuman Inc.,Education & Training Services,149781018
IHG,InterContinental Hotels Group PLC,Lodging,15708712113
IHRT,"iHeartMedia, Inc.",Broadcasting,286079200
IHS,IHS Holding Limited,Telecom Services,1386082880
IHT,InnSuites Hospitality Trust,REIT - Hotel & Motel,16077398
III,"Information Services Group, Inc.",Information Technology Services,222863616
IIIN,"Insteel Industries, Inc.",Metal Fabrication,680791254
IIIV,"i3 Verticals, Inc.",Software - Infrastructure,660436531
IINN,Inspira Technologies Oxy B.H.N. Ltd.,Medical Devices,14086800
IIPR,"Innovative Industrial Properties, Inc.",REIT - Industrial,2701915128
IKNA,"Ikena Oncology, Inc.",Biotechnology,75765217
IKT,"Inhibikase Therapeutics, Inc.",Biotechnology,10743247
ILAG,Intelligent Living Application Group Inc.,Building Products & Equipment,7043400
ILMN,"Illumina, Inc.",Diagnostics & Research,22054144000
ILPT,Industrial Logistics Properties Trust,REIT - Industrial,266008952
IMAB,I-Mab,Biotechnology,136781093
IMAQ,International Media Acquisition Corp.,Shell Companies,97128205
IMAX,IMAX Corporation,Entertainment,783611885
IMCC,IM Cannabis Corp.,Drug Manufacturers - Specialty & Generic,2945363
IMCR,Immunocore Holdings plc,Biotechnology,3555602536
IMGN,"ImmunoGen, Inc.",Biotechnology,8252117160
IMKTA,"Ingles Markets, Incorporated",Grocery Stores,1574754713
IMMP,Immutep Limited,Biotechnology,288595458
IMMR,Immersion Corporation,Software - Application,223835200
IMMX,"Immix Biopharma, Inc.",Biotechnology,104700144
IMNM,"Immunome, Inc.",Biotechnology,668721370
IMNN,"Imunon, Inc.",Biotechnology,4981624
IMO,Imperial Oil Limited,Oil & Gas Integrated,29546052180
IMOS,ChipMOS TECHNOLOGIES INC.,Semiconductors,1006500160
IMPP,Imperial Petroleum Inc.,Oil & Gas E&P,55021235
IMRN,Immuron Limited,Biotechnology,11347409
IMRX,Immuneering Corporation,Biotechnology,176199982
IMTE,Integrated Media Technology Limited,Electronic Components,5693525
IMTX,Immatics N.V.,Biotechnology,950303178
IMUX,"Immunic, Inc.",Biotechnology,52142937
IMVT,"Immunovant, Inc.",Biotechnology,5792266480
IMXI,"International Money Express, Inc.",Software - Infrastructure,732207000
INAB,"IN8bio, Inc.",Biotechnology,57572109
INAQ,Insight Acquisition Corp.,Shell Companies,75190096
INBK,First Internet Bancorp,Banks - Regional,234762077
INBS,Intelligent Bio Solutions Inc.,Diagnostics & Research,2672720
INBX,"Inhibrx, Inc.",Biotechnology,1576199031
INCR,InterCure Ltd.,Drug Manufacturers - Specialty & Generic,60611691
INCY,Incyte Corporation,Biotechnology,13782703500
INDB,Independent Bank Corp.,Banks - Regional,2705507576
INDI,"indie Semiconductor, Inc.",Semiconductor Equipment & Materials,1287330947
INDO,Indonesia Energy Corporation Limited,Oil & Gas E&P,27081009
INDP,"Indaptus Therapeutics, Inc.",Biotechnology,14617827
INDV,Indivior PLC,Drug Manufacturers - Specialty & Generic,2801541120
INFA,Informatica Inc.,Software - Infrastructure,10356951780
INFN,Infinera Corporation,Communication Equipment,1155043160
INFU,"InfuSystem Holdings, Inc.",Medical Instruments & Supplies,210775825
INFY,Infosys Limited,Information Technology Services,82469441500
ING,ING Groep N.V.,Banks - Diversified,47270434200
INGN,"Inogen, Inc.",Medical Devices,129824446
INGR,Ingredion Incorporated,Packaged Foods,7135319016
INHD,Inno Holdings Inc.,Steel,21996802
INKT,"MiNK Therapeutics, Inc.",Biotechnology,30784526
INLX,"Intellinetics, Inc.",Software - Application,22527893
INM,InMed Pharmaceuticals Inc.,Biotechnology,1839239
INMB,"INmune Bio, Inc.",Biotechnology,201302389
INMD,InMode Ltd.,Medical Devices,1920153012
INN,"Summit Hotel Properties, Inc.",REIT - Hotel & Motel,846307328
INNV,InnovAge Holding Corp.,Medical Care Facilities,769109100
INO,"Inovio Pharmaceuticals, Inc.",Biotechnology,188851715
INOD,Innodata Inc.,Information Technology Services,287669190
INPX,Inpixon,Software - Application,9831479
INSE,"Inspired Entertainment, Inc.",Gambling,232025446
INSG,Inseego Corp.,Communication Equipment,21568998
INSM,Insmed Incorporated,Biotechnology,4081558860
INSP,"Inspire Medical Systems, Inc.",Medical Devices,6160224330
INST,"Instructure Holdings, Inc.",Software - Application,3727368960
INSW,"International Seaways, Inc.",Oil & Gas Midstream,2551582530
INTA,"Intapp, Inc.",Software - Application,3032813532
INTC,Intel Corporation,Semiconductors,203295520000
INTE,Integral Acquisition Corporation 1,Shell Companies,74640039
INTG,The InterGroup Corporation,Lodging,55121250
INTR,"Inter & Co, Inc.",Banks - Regional,1876747592
INTS,"Intensity Therapeutics, Inc.",Biotechnology,72248417
INTT,inTEST Corporation,Semiconductor Equipment & Materials,150313668
INTU,Intuit Inc.,Software - Application,176530440960
INTZ,Intrusion Inc.,Software - Infrastructure,8634751
INUV,"Inuvo, Inc.",Advertising Agencies,55330782
INVA,"Innoviva, Inc.",Biotechnology,1074733942
INVE,"Identiv, Inc.",Computer Hardware,183077760
INVH,Invitation Homes Inc.,REIT - Residential,20916724440
INVO,"INVO Bioscience, Inc.",Medical Devices,2549003
INVZ,Innoviz Technologies Ltd.,Auto Parts,305046500
INZY,"Inozyme Pharma, Inc.",Biotechnology,277305543
IOBT,"IO Biotech, Inc.",Biotechnology,118585645
IONM,Assure Holdings Corp.,Medical Care Facilities,1413985
IONQ,"IonQ, Inc.",Computer Hardware,2399142600
IONR,ioneer Ltd,Other Industrial Metals & Mining,160105655
IONS,"Ionis Pharmaceuticals, Inc.",Biotechnology,7318506720
IOR,"Income Opportunity Realty Investors, Inc.",Mortgage Finance,61192244
IOSP,Innospec Inc.,Specialty Chemicals,2985139290
IOT,Samsara Inc.,Software - Infrastructure,17993861726
IOVA,"Iovance Biotherapeutics, Inc.",Biotechnology,2067817440
IP,International Paper Company,Packaging & Containers,12577717950
IPA,ImmunoPrecise Antibodies Ltd.,Biotechnology,39209737
IPAR,"Inter Parfums, Inc.",Household & Personal Products,4409192896
IPDN,"Professional Diversity Network, Inc.",Staffing & Employment Services,28451185
IPG,"The Interpublic Group of Companies, Inc.",Advertising Agencies,12298258440
IPGP,IPG Photonics Corporation,Semiconductor Equipment & Materials,4661281150
IPHA,Innate Pharma S.A.,Biotechnology,214635576
IPI,"Intrepid Potash, Inc.",Agricultural Inputs,259185020
IPSC,"Century Therapeutics, Inc.",Biotechnology,246520200
IPW,iPower Inc.,Internet Retail,15775132
IPWR,Ideal Power Inc.,Electrical Equipment & Parts,44946846
IPX,IperionX Limited,Other Industrial Metals & Mining,244148373
IPXX,Inflection Point Acquisition Corp. II,Shell Companies,324062490
IQ,"iQIYI, Inc.",Entertainment,3482366218
IQV,IQVIA Holdings Inc.,Diagnostics & Research,39739375000
IR,Ingersoll Rand Inc.,Specialty Industrial Machinery,32116593345
IRAA,Iris Acquisition Corp,Shell Companies,75623414
IRBT,iRobot Corporation,"Furnishings, Fixtures & Appliances",484304128
IRDM,Iridium Communications Inc.,Telecom Services,4664228660
IREN,Iris Energy Limited,Capital Markets,286050009
IRIX,IRIDEX Corporation,Medical Devices,46631186
IRM,Iron Mountain Incorporated,REIT - Specialty,19595448900
IRMD,IRadimed Corporation,Medical Devices,575067472
IROH,Iron Horse Acquisitions Corp.,Shell Companies,90871200
IRON,"Disc Medicine, Inc.",Biotechnology,1646133876
IROQ,"IF Bancorp, Inc.",Banks - Regional,53841812
IRRX,Integrated Rail and Resources Acquisition Corp.,Shell Companies,135610835
IRS,IRSA Inversiones y Representaciones SA,Conglomerates,1045829595
IRT,"Independence Realty Trust, Inc.",REIT - Residential,3532456920
IRTC,"iRhythm Technologies, Inc.",Medical Devices,3517179300
IRWD,"Ironwood Pharmaceuticals, Inc.",Drug Manufacturers - Specialty & Generic,2051535060
ISDR,Issuer Direct Corporation,Software - Application,58127663
ISPC,iSpecimen Inc.,Diagnostics & Research,4445332
ISPO,Inspirato Incorporated,Leisure,25279088
ISPR,Ispire Technology Inc.,Tobacco,542689920
ISRG,"Intuitive Surgical, Inc.",Medical Instruments & Supplies,132312178320
ISRL,Israel Acquisitions Corp,Shell Companies,213042539
ISSC,"Innovative Solutions and Support, Inc.",Aerospace & Defense,142073118
ISTR,Investar Holding Corporation,Banks - Regional,163851576
ISUN,"iSun, Inc.",Solar,9148599
IT,"Gartner, Inc.",Information Technology Services,36479944800
ITCI,"Intra-Cellular Therapies, Inc.",Drug Manufacturers - Specialty & Generic,6478748892
ITGR,Integer Holdings Corporation,Medical Devices,3456301686
ITI,"Iteris, Inc.",Communication Equipment,209831720
ITIC,Investors Title Company,Insurance - Specialty,318437127
ITOS,"iTeos Therapeutics, Inc.",Biotechnology,369301200
ITP,"IT Tech Packaging, Inc.",Paper & Paper Products,2546673
ITRG,Integra Resources Corp.,Other Precious Metals & Mining,57924411
ITRI,"Itron, Inc.",Scientific & Technical Instruments,3496576608
ITRM,Iterum Therapeutics plc,Biotechnology,25527260
ITRN,Ituran Location and Control Ltd.,Communication Equipment,521011131
ITT,ITT Inc.,Specialty Industrial Machinery,9973508000
ITUB,Itaú Unibanco Holding S.A.,Banks - Regional,58465179152
ITW,Illinois Tool Works Inc.,Specialty Industrial Machinery,77535313340
IVA,Inventiva S.A.,Biotechnology,198561198
IVAC,"Intevac, Inc.",Aerospace & Defense,117362075
IVCA,Investcorp India Acquisition Corp,Shell Companies,179815692
IVCB,Investcorp Europe Acquisition Corp I,Shell Companies,306424108
IVCP,Swiftmerge Acquisition Corp.,Shell Companies,85410224
IVDA,"Iveda Solutions, Inc.",Security & Protection Services,9963338
IVP,"Inspire Veterinary Partners, Inc.",Personal Services,1347557
IVR,Invesco Mortgage Capital Inc.,REIT - Mortgage,440991460
IVT,InvenTrust Properties Corp.,REIT - Retail,1735554410
IVVD,"Invivyd, Inc.",Biotechnology,495517500
IVZ,Invesco Ltd.,Asset Management,7817743782
IX,ORIX Corporation,Credit Services,22032538364
IXAQ,IX Acquisition Corp.,Shell Companies,96277505
IXHL,Incannex Healthcare Limited,Drug Manufacturers - Specialty & Generic,65067484
IZEA,"IZEA Worldwide, Inc.",Internet Content & Information,31681110
IZM,ICZOOM Group Inc.,Electronics & Computer Distribution,105225741
J,Jacobs Engineering Group Inc.,Engineering & Construction,16878343920
JACK,Jack in the Box Inc.,Restaurants,1575983480
JAGX,"Jaguar Health, Inc.",Biotechnology,5207525
JAKK,"JAKKS Pacific, Inc.",Leisure,314186227
JAMF,Jamf Holding Corp.,Software - Application,2504598360
JAN,JanOne Inc.,Waste Management,2528402
JANX,"Janux Therapeutics, Inc.",Biotechnology,445986744
JAZZ,Jazz Pharmaceuticals plc,Biotechnology,7544125327
JBGS,JBG SMITH Properties,REIT - Office,1631688410
JBHT,"J.B. Hunt Transport Services, Inc.",Integrated Freight & Logistics,21410423940
JBI,"Janus International Group, Inc.",Building Products & Equipment,2070274800
JBL,Jabil Inc.,Electronic Components,15994268400
JBLU,JetBlue Airways Corporation,Airlines,1666445000
JBSS,"Sanfilippo (John B.) & Son, Inc",Packaged Foods,1219877710
JBT,John Bean Technologies Corporation,Specialty Industrial Machinery,3175273551
JCI,Johnson Controls International plc,Building Products & Equipment,37353960000
JCSE,JE Cleantech Holdings Limited,Specialty Industrial Machinery,11398678
JCTCF,Jewett-Cameron Trading Company Ltd.,Lumber & Wood Production,17944576
JD,"JD.com, Inc.",Internet Retail,28499535833
JEF,Jefferies Financial Group Inc.,Capital Markets,8543376800
JELD,"JELD-WEN Holding, Inc.",Building Products & Equipment,1575627199
JEWL,Adamas One Corp.,Luxury Goods,16236520
JFBR,Jeffs' Brands Ltd,Internet Retail,3863620
JFIN,Jiayin Group Inc.,Internet Content & Information,301709987
JFU,9F Inc.,Information Technology Services,30610663
JG,Aurora Mobile Limited,Software - Infrastructure,19913110
JHG,Janus Henderson Group plc,Asset Management,4918386020
JHX,James Hardie Industries plc,Building Materials,16727300140
JILL,"J.Jill, Inc.",Apparel Retail,265173527
JJSF,J&J Snack Foods Corp.,Packaged Foods,3168086576
JKHY,"Jack Henry & Associates, Inc.",Information Technology Services,12294128442
JKS,"JinkoSolar Holding Co., Ltd.",Solar,1469793992
JLL,Jones Lang LaSalle Incorporated,Real Estate Services,8372354671
JMIA,Jumia Technologies AG,Internet Retail,304867389
JMSB,"John Marshall Bancorp, Inc.",Banks - Regional,292551531
JNJ,Johnson & Johnson,Drug Manufacturers - General,391110781600
JNPR,"Juniper Networks, Inc.",Communication Equipment,12000591840
JNVR,Janover Inc.,Software - Infrastructure,10594774
JOAN,JOANN Inc.,Specialty Retail,18986000
JOB,"GEE Group, Inc.",Staffing & Employment Services,52265977
JOBY,"Joby Aviation, Inc.",Airports & Air Services,4087392530
JOE,The St. Joe Company,Real Estate - Diversified,3358141160
JOUT,Johnson Outdoors Inc.,Leisure,495992396
JPM,JPMorgan Chase & Co.,Banks - Diversified,491789711100
JRSH,"Jerash Holdings (US), Inc.",Apparel Manufacturing,36638504
JRVR,"James River Group Holdings, Ltd.",Insurance - Specialty,341014776
JSPR,"Jasper Therapeutics, Inc.",Biotechnology,129538575
JT,Jianpu Technology Inc.,Credit Services,14554100
JTAI,Jet.AI Inc.,Software - Application,11180519
JVA,"Coffee Holding Co., Inc.",Packaged Foods,6051116
JVSA,JVSPAC Acquisition Corp.,Shell Companies,81198281
JWEL,Jowell Global Ltd.,Internet Retail,3953939
JWN,"Nordstrom, Inc.",Department Stores,3040497090
JWSM,Jaws Mustang Acquisition Corporation,Shell Companies,306225919
JXJT,JX Luxventure Limited,Apparel Manufacturing,7882147
JXN,Jackson Financial Inc.,Insurance - Life,4030613165
JYD,Jayud Global Logistics Limited,Integrated Freight & Logistics,25012098
JYNT,The Joint Corp.,Medical Care Facilities,138542877
JZ,Jianzhi Education Technology Group Company Limited,Education & Training Services,39360750
JZXN,"Jiuzi Holdings, Inc.",Auto & Truck Dealerships,3211832
K,Kellanova Co,Packaged Foods,18362497200
KA,"Kineta, Inc.",Biotechnology,27646976
KACL,Kairous Acquisition Corp. Limited,Shell Companies,51812001
KAI,Kadant Inc.,Specialty Industrial Machinery,3251764096
KALA,"Kala Pharmaceuticals, Inc.",Drug Manufacturers - Specialty & Generic,19148083
KALU,Kaiser Aluminum Corporation,Aluminum,1043985255
KALV,"KalVista Pharmaceuticals, Inc.",Biotechnology,448917513
KAMN,Kaman Corporation,Aerospace & Defense,1272950820
KAR,Openlane Inc.,Auto & Truck Dealerships,1566261000
KARO,Karooooo Ltd.,Software - Application,773777500
KAVL,"Kaival Brands Innovations Group, Inc.",Tobacco,8447198
KB,KB Financial Group Inc.,Banks - Regional,13674418629
KBH,KB Home,Residential Construction,4994698539
KBR,"KBR, Inc.",Engineering & Construction,7286165880
KC,Kingsoft Cloud Holdings Limited,Software - Application,673796365
KCGI,Kensington Capital Acquisition Corp. V,Shell Companies,122894952
KD,"Kyndryl Holdings, Inc.",Information Technology Services,4890808000
KDP,Keurig Dr Pepper Inc.,Beverages - Non-Alcoholic,44047710000
KE,"Kimball Electronics, Inc.",Electrical Equipment & Parts,612680166
KELYA,"Kelly Services, Inc.",Staffing & Employment Services,728843958
KELYB,"Kelly Services, Inc.",Staffing & Employment Services,715484740
KEN,Kenon Holdings Ltd.,Utilities - Independent Power Producers,1263823680
KEP,Korea Electric Power Corporation,Utilities - Regulated Electric,8769228240
KEQU,Kewaunee Scientific Corporation,"Furnishings, Fixtures & Appliances",82320378
KERN,Akerna Corp.,Health Information Services,2963806
KEX,Kirby Corporation,Marine Shipping,4645851000
KEY,KeyCorp,Banks - Regional,13294892000
KEYS,"Keysight Technologies, Inc.",Scientific & Technical Instruments,27130224550
KFFB,Kentucky First Federal Bancorp,Banks - Regional,32265973
KFRC,Kforce Inc.,Staffing & Employment Services,1392021550
KFS,Kingsway Financial Services Inc.,Auto & Truck Dealerships,241892325
KFY,Korn Ferry,Staffing & Employment Services,3006927153
KGC,Kinross Gold Corporation,Gold,6678687826
KGEI,Kolibri Global Energy Inc.,Oil & Gas E&P,113289408
KGS,"Kodiak Gas Services, Inc.",Oil & Gas Equipment & Services,1711314000
KHC,The Kraft Heinz Company,Packaged Foods,45087610400
KIDS,OrthoPediatrics Corp.,Medical Devices,680100512
KIM,Kimco Realty Corporation,REIT - Retail,13697183680
KIND,"Nextdoor Holdings, Inc.",Internet Content & Information,635460918
KINS,"Kingstone Companies, Inc.",Insurance - Property & Casualty,27651401
KIQ,Kelso Technologies Inc.,Railroads,9326761
KIRK,"Kirkland's, Inc.",Specialty Retail,38124915
KITT,"Nauticus Robotics, Inc.",Aerospace & Defense,20059352
KKR,KKR & Co. Inc.,Asset Management,74570858340
KLAC,KLA Corporation,Semiconductor Equipment & Materials,84699229200
KLG,WK Kellogg Co,Packaged Foods,1130333213
KLIC,"Kulicke and Soffa Industries, Inc.",Semiconductor Equipment & Materials,3136190084
KLTR,"Kaltura, Inc.",Software - Infrastructure,272913580
KLXE,"KLX Energy Services Holdings, Inc.",Oil & Gas Equipment & Services,164566222
KMB,Kimberly-Clark Corporation,Household & Personal Products,41343701940
KMDA,Kamada Ltd.,Drug Manufacturers - Specialty & Generic,335075752
KMI,"Kinder Morgan, Inc.",Oil & Gas Midstream,38142733200
KMPR,Kemper Corporation,Insurance - Property & Casualty,3645915119
KMT,Kennametal Inc.,Tools & Accessories,1970977609
KMX,"CarMax, Inc.",Auto & Truck Dealerships,11079736799
KN,Knowles Corporation,Communication Equipment,1560545259
KNDI,"Kandi Technologies Group, Inc.",Auto Parts,224058368
KNF,Knife River Corporation,Building Materials,3665490667
KNOP,KNOT Offshore Partners LP,Marine Shipping,190652560
KNSA,"Kiniksa Pharmaceuticals, Ltd.",Biotechnology,1356123388
KNSL,"Kinsale Capital Group, Inc.",Insurance - Property & Casualty,9410294880
KNTE,Kinnate Biopharma Inc.,Biotechnology,113070480
KNTK,Kinetik Holdings Inc.,Oil & Gas Midstream,1880187745
KNW,"Know Labs, Inc.",Scientific & Technical Instruments,34840706
KNX,Knight-Swift Transportation Holdings Inc.,Trucking,9206101450
KO,The Coca-Cola Company,Beverages - Non-Alcoholic,257545533700
KOD,Kodiak Sciences Inc.,Biotechnology,171584421
KODK,Eastman Kodak Company,Specialty Business Services,287186330
KOF,"Coca-Cola FEMSA, SAB de CV",Beverages - Non-Alcoholic,18854949968
KOP,Koppers Holdings Inc.,Specialty Chemicals,1050941857
KOPN,Kopin Corporation,Electronic Components,234262120
KORE,"KORE Group Holdings, Inc.",Telecom Services,79908988
KOS,Kosmos Energy Ltd.,Oil & Gas E&P,2875812500
KOSS,Koss Corporation,Consumer Electronics,27981444
KPLT,"Katapult Holdings, Inc.",Software - Infrastructure,44082405
KPRX,"Kiora Pharmaceuticals, Inc.",Biotechnology,4219855
KPTI,Karyopharm Therapeutics Inc.,Biotechnology,95246474
KR,The Kroger Co.,Grocery Stores,33043098390
KRC,Kilroy Realty Corporation,REIT - Office,4614566400
KREF,KKR Real Estate Finance Trust Inc.,REIT - Mortgage,876820835
KRG,Kite Realty Group Trust,REIT - Retail,4802381430
KRKR,36Kr Holdings Inc.,Internet Content & Information,21516262
KRMD,"KORU Medical Systems, Inc.",Medical Instruments & Supplies,96819128
KRNL,"Kernel Group Holdings, Inc.",Shell Companies,150009832
KRNT,Kornit Digital Ltd.,Specialty Industrial Machinery,807987968
KRNY,Kearny Financial Corp.,Banks - Regional,540192267
KRO,"Kronos Worldwide, Inc.",Specialty Chemicals,1045595430
KRON,"Kronos Bio, Inc.",Biotechnology,62398655
KROS,"Keros Therapeutics, Inc.",Biotechnology,1832905932
KRP,"Kimbell Royalty Partners, LP",Oil & Gas E&P,1523171585
KRRO,"Korro Bio, Inc.",Biotechnology,340486200
KRT,Karat Packaging Inc.,Packaging & Containers,475152720
KRTX,"Karuna Therapeutics, Inc.",Biotechnology,11941789104
KRUS,"Kura Sushi USA, Inc.",Restaurants,1004790811
KRYS,"Krystal Biotech, Inc.",Biotechnology,3695307363
KSCP,"Knightscope, Inc.",Security & Protection Services,44274201
KSPI,Joint Stock Company Kaspi.kz,Software - Application,17249935738
KSS,Kohl's Corporation,Department Stores,2885154720
KT,KT Corporation,Telecom Services,6219480829
KTB,"Kontoor Brands, Inc.",Apparel Manufacturing,3347216316
KTCC,Key Tronic Corporation,Computer Hardware,46168551
KTOS,"Kratos Defense & Security Solutions, Inc.",Aerospace & Defense,2396976010
KTRA,"Kintara Therapeutics, Inc.",Biotechnology,433301
KTTA,Pasithea Therapeutics Corp.,Biotechnology,7188634
KUKE,Kuke Music Holding Limited,Entertainment,30968723
KULR,"KULR Technology Group, Inc.",Electronic Components,24517702
KURA,"Kura Oncology, Inc.",Biotechnology,1039809400
KVAC,Keen Vision Acquisition Corporation,Shell Companies,200923288
KVHI,"KVH Industries, Inc.",Communication Equipment,102172268
KVUE,Kenvue Inc.,Household & Personal Products,39140755597
KVYO,"Klaviyo, Inc.",Software - Infrastructure,6506079153
KW,"Kennedy-Wilson Holdings, Inc.",Real Estate Services,1600208680
KWE,KWESST Micro Systems Inc.,Aerospace & Defense,5296966
KWR,Quaker Chemical Corporation,Specialty Chemicals,3537449981
KXIN,Kaixin Auto Holdings,Auto & Truck Dealerships,15184800
KYCH,Keyarch Acquisition Corporation,Shell Companies,65250842
KYMR,"Kymera Therapeutics, Inc.",Biotechnology,1738991235
KZIA,Kazia Therapeutics Limited,Biotechnology,8272215
KZR,"Kezar Life Sciences, Inc.",Biotechnology,60751600
L,Loews Corporation,Insurance - Property & Casualty,16308485550
LAAC,Lithium Americas (Argentina) Corp.,Other Industrial Metals & Mining,725460000
LAB,Standard BioTools Inc.,Diagnostics & Research,703397520
LABP,"Landos Biopharma, Inc.",Biotechnology,15116140
LAC,Lithium Americas Corp.,Other Industrial Metals & Mining,743641825
LAD,"Lithia Motors, Inc.",Auto & Truck Dealerships,8352718640
LADR,Ladder Capital Corp,REIT - Mortgage,1455680640
LAES,SEALSQ Corp,Semiconductors,14955571
LAKE,"Lakeland Industries, Inc.",Apparel Manufacturing,132712975
LAMR,Lamar Advertising Company,REIT - Specialty,10892384147
LANC,Lancaster Colony Corporation,Packaged Foods,4798964800
